section,category,description,region,date,metric,value
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-08,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,Adult Critical Care Ventilators in Use,340
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,Total Adult Critical Care Ventilators,1134
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,Percent of Adult Critical Care Ventilators in Use,0.3
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,Pediatric Critical Care Ventilators in Use,34
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,Total Pediatric Critical Care Ventilators,113
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,Percent of Pediatric Critical Care Ventilators in Use,0.3
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-09,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,Adult Critical Care Ventilators in Use,320
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,Total Adult Critical Care Ventilators,1139
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,Pediatric Critical Care Ventilators in Use,33
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,Total Pediatric Critical Care Ventilators,113
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,Percent of Pediatric Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-10,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,Adult Critical Care Ventilators in Use,305
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,Total Adult Critical Care Ventilators,1140
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,Pediatric Critical Care Ventilators in Use,32
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,Total Pediatric Critical Care Ventilators,113
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,Percent of Pediatric Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-11,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,Adult Critical Care Ventilators in Use,311
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,Total Adult Critical Care Ventilators,1140
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,Pediatric Critical Care Ventilators in Use,33
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,Total Pediatric Critical Care Ventilators,113
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,Percent of Pediatric Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-12,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,Adult Critical Care Ventilators in Use,310
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,Total Adult Critical Care Ventilators,1140
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,Pediatric Critical Care Ventilators in Use,31
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,Total Pediatric Critical Care Ventilators,113
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,Percent of Pediatric Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-13,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,Adult Critical Care Ventilators in Use,293
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,Total Adult Critical Care Ventilators,1138
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,Percent of Adult Critical Care Ventilators in Use,0.26
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,Pediatric Critical Care Ventilators in Use,30
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,Total Pediatric Critical Care Ventilators,114
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,Percent of Pediatric Critical Care Ventilators in Use,0.26
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-14,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,Adult Critical Care Ventilators in Use,302
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,Total Adult Critical Care Ventilators,1138
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,Pediatric Critical Care Ventilators in Use,31
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,Total Pediatric Critical Care Ventilators,114
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,Percent of Pediatric Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-15,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,Adult Critical Care Ventilators in Use,316
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,Total Adult Critical Care Ventilators,1138
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,Pediatric Critical Care Ventilators in Use,29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,Total Pediatric Critical Care Ventilators,114
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,Percent of Pediatric Critical Care Ventilators in Use,0.25
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-16,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,Adult Critical Care Ventilators in Use,318
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,Total Adult Critical Care Ventilators,1129
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,Pediatric Critical Care Ventilators in Use,26
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,Total Pediatric Critical Care Ventilators,114
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,Percent of Pediatric Critical Care Ventilators in Use,0.23
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-17,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,Adult Critical Care Ventilators in Use,321
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,Total Adult Critical Care Ventilators,1129
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,Pediatric Critical Care Ventilators in Use,28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,Total Pediatric Critical Care Ventilators,125
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,Percent of Pediatric Critical Care Ventilators in Use,0.22
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-18,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.26
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,Adult Critical Care Ventilators in Use,305
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,Total Adult Critical Care Ventilators,1129
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,Pediatric Critical Care Ventilators in Use,29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,Total Pediatric Critical Care Ventilators,125
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,Percent of Pediatric Critical Care Ventilators in Use,0.23
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-19,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.25
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,Adult Critical Care Ventilators in Use,320
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,Total Adult Critical Care Ventilators,1127
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,Pediatric Critical Care Ventilators in Use,27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,Total Pediatric Critical Care Ventilators,125
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,Percent of Pediatric Critical Care Ventilators in Use,0.22
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-20,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.24
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,Adult Critical Care Ventilators in Use,325
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,Total Adult Critical Care Ventilators,1066
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,Percent of Adult Critical Care Ventilators in Use,0.3
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,Pediatric Critical Care Ventilators in Use,27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,Total Pediatric Critical Care Ventilators,141
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,Percent of Pediatric Critical Care Ventilators in Use,0.19
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-21,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.23
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,Adult Critical Care Ventilators in Use,310
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,Total Adult Critical Care Ventilators,1068
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,Percent of Adult Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.28
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,Pediatric Critical Care Ventilators in Use,27
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,Total Pediatric Critical Care Ventilators,141
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,Percent of Pediatric Critical Care Ventilators in Use,0.19
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-22,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.22
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,Adult Critical Care Ventilators in Use,325
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,Total Adult Critical Care Ventilators,1069
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,Percent of Adult Critical Care Ventilators in Use,0.3
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,Pediatric Critical Care Ventilators in Use,26
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,Total Pediatric Critical Care Ventilators,141
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,Percent of Pediatric Critical Care Ventilators in Use,0.18
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-23,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.21
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,Adult Critical Care Ventilators in Use,340
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,Total Adult Critical Care Ventilators,1069
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,Percent of Adult Critical Care Ventilators in Use,0.32
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.29
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,Pediatric Critical Care Ventilators in Use,34
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,Total Pediatric Critical Care Ventilators,141
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,Percent of Pediatric Critical Care Ventilators in Use,0.24
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-24,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.21
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,Adult Critical Care Ventilators in Use,345
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,Total Adult Critical Care Ventilators,1076
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,Percent of Adult Critical Care Ventilators in Use,0.32
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.3
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,Pediatric Critical Care Ventilators in Use,34
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,Total Pediatric Critical Care Ventilators,141
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,Percent of Pediatric Critical Care Ventilators in Use,0.24
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-25,7-Day Average of Percent of Pediatric Critical Care Ventilators in Use,0.21
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-26,Adult Critical Care Ventilators in Use,345
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-26,Total Adult Critical Care Ventilators,1069
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-26,Percent of Adult Critical Care Ventilators in Use,0.32
Hospital Data,Hospital Level,Ventilator Use,Colorado,2020-09-26,7-Day Average of Percent of Adult Critical Care Ventilators in Use,0.31
